profile_id,source_domain,target_domain,source,source_id,location,career_bridge_score,bridge_label,matched_skill_count,matched_skill_labels,missing_reskilling_skill_labels
8,IT,Green Energy,stack-stackoverflow,136,"Amsterdam, Netherlands",0.0,large gap,0,,crowdsourcing strategy | monitor developments in field of expertise | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | accounting
8,IT,Education,stack-stackoverflow,136,"Amsterdam, Netherlands",0.0,large gap,0,,monitor developments in field of expertise | digital curation | process booking | respond to inquiries in written form | sell tourist packages | arrange bookings | make reservations | crowdsourcing strategy | solve technical problems | climatology
16,IT,Tourism,stack-stackoverflow,268,"Paris, France",0.0,large gap,0,,sales activities | sell tourist packages | process payments | build team spirit | provide high quality customer service | climatology | respond to inquiries in written form | arrange bookings | make reservations | process booking
16,IT,Healthcare,stack-stackoverflow,268,"Paris, France",0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | consult with business clients | process payments | build team spirit | sell tourist packages | climatology | arrange bookings | respond to inquiries in written form
16,IT,Green Energy,stack-stackoverflow,268,"Paris, France",0.0,large gap,0,,crowdsourcing strategy | monitor developments in field of expertise | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | accounting
16,IT,Education,stack-stackoverflow,268,"Paris, France",0.0,large gap,0,,monitor developments in field of expertise | digital curation | process booking | respond to inquiries in written form | sell tourist packages | arrange bookings | make reservations | crowdsourcing strategy | solve technical problems | climatology
20,IT,Tourism,stack-stackoverflow,298,Sweden,0.0,large gap,0,,sales activities | sell tourist packages | process payments | build team spirit | provide high quality customer service | climatology | respond to inquiries in written form | arrange bookings | make reservations | process booking
20,IT,Healthcare,stack-stackoverflow,298,Sweden,0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | consult with business clients | process payments | build team spirit | sell tourist packages | climatology | arrange bookings | respond to inquiries in written form
20,IT,Green Energy,stack-stackoverflow,298,Sweden,0.0,large gap,0,,crowdsourcing strategy | monitor developments in field of expertise | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | accounting
20,IT,Education,stack-stackoverflow,298,Sweden,0.0,large gap,0,,monitor developments in field of expertise | digital curation | process booking | respond to inquiries in written form | sell tourist packages | arrange bookings | make reservations | crowdsourcing strategy | solve technical problems | climatology
26,IT,Tourism,stack-stackoverflow,518,Spain,0.0,large gap,0,,sales activities | sell tourist packages | process payments | build team spirit | provide high quality customer service | climatology | respond to inquiries in written form | arrange bookings | make reservations | process booking
26,IT,Healthcare,stack-stackoverflow,518,Spain,0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | consult with business clients | process payments | build team spirit | sell tourist packages | climatology | arrange bookings | respond to inquiries in written form
26,IT,Green Energy,stack-stackoverflow,518,Spain,0.0,large gap,0,,crowdsourcing strategy | monitor developments in field of expertise | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | accounting
26,IT,Education,stack-stackoverflow,518,Spain,0.0,large gap,0,,monitor developments in field of expertise | digital curation | process booking | respond to inquiries in written form | sell tourist packages | arrange bookings | make reservations | crowdsourcing strategy | solve technical problems | climatology
33,IT,Tourism,stack-stackoverflow,842,Sweden,0.0,large gap,0,,sales activities | sell tourist packages | process payments | build team spirit | provide high quality customer service | climatology | respond to inquiries in written form | arrange bookings | make reservations | process booking
33,IT,Healthcare,stack-stackoverflow,842,Sweden,0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | consult with business clients | process payments | build team spirit | sell tourist packages | climatology | arrange bookings | respond to inquiries in written form
33,IT,Green Energy,stack-stackoverflow,842,Sweden,0.0,large gap,0,,crowdsourcing strategy | monitor developments in field of expertise | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | accounting
33,IT,Education,stack-stackoverflow,842,Sweden,0.0,large gap,0,,monitor developments in field of expertise | digital curation | process booking | respond to inquiries in written form | sell tourist packages | arrange bookings | make reservations | crowdsourcing strategy | solve technical problems | climatology
38,IT,Tourism,stack-stackoverflow,914,"Malmö, Sweden",0.0,large gap,0,,sales activities | sell tourist packages | process payments | build team spirit | provide high quality customer service | climatology | respond to inquiries in written form | arrange bookings | make reservations | process booking
38,IT,Healthcare,stack-stackoverflow,914,"Malmö, Sweden",0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | consult with business clients | process payments | build team spirit | sell tourist packages | climatology | arrange bookings | respond to inquiries in written form
38,IT,Green Energy,stack-stackoverflow,914,"Malmö, Sweden",0.0,large gap,0,,crowdsourcing strategy | monitor developments in field of expertise | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | accounting
38,IT,Education,stack-stackoverflow,914,"Malmö, Sweden",0.0,large gap,0,,monitor developments in field of expertise | digital curation | process booking | respond to inquiries in written form | sell tourist packages | arrange bookings | make reservations | crowdsourcing strategy | solve technical problems | climatology
226,Green Energy,Tourism,stack-chemistry,160,Germany,0.0,large gap,0,,sales activities | sell tourist packages | process payments | build team spirit | provide high quality customer service | climatology | respond to inquiries in written form | arrange bookings | make reservations | process booking
226,Green Energy,Healthcare,stack-chemistry,160,Germany,0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | consult with business clients | process payments | build team spirit | sell tourist packages | climatology | arrange bookings | respond to inquiries in written form
226,Green Energy,Education,stack-chemistry,160,Germany,0.0,large gap,0,,monitor developments in field of expertise | digital curation | process booking | respond to inquiries in written form | sell tourist packages | arrange bookings | make reservations | crowdsourcing strategy | solve technical problems | climatology
1227,Tourism,Healthcare,stack-law,4570,"Baden-Wüttemberg, Germany",0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | consult with business clients | process payments | build team spirit | sell tourist packages | climatology | arrange bookings | respond to inquiries in written form
315,Tourism,IT,stack-earthscience,87,"Berlin, Germany",0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | database | deliver visual presentation of data | consult with business clients | accounting | provide high quality customer service | Python (computer programming) | SQL
315,Tourism,Green Energy,stack-earthscience,87,"Berlin, Germany",0.0,large gap,0,,crowdsourcing strategy | monitor developments in field of expertise | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | accounting
317,Education,Green Energy,stack-earthscience,94,Germany,0.0,large gap,0,,crowdsourcing strategy | monitor developments in field of expertise | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | accounting
638,Education,IT,stack-physics,1236,Czech Republic,0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | database | deliver visual presentation of data | consult with business clients | accounting | provide high quality customer service | Python (computer programming) | SQL
638,Education,Green Energy,stack-physics,1236,Czech Republic,0.0,large gap,0,,crowdsourcing strategy | monitor developments in field of expertise | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | accounting
646,Education,IT,stack-physics,1492,Greece,0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | database | deliver visual presentation of data | consult with business clients | accounting | provide high quality customer service | Python (computer programming) | SQL
646,Education,Green Energy,stack-physics,1492,Greece,0.0,large gap,0,,crowdsourcing strategy | monitor developments in field of expertise | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | accounting
783,Tourism,IT,stack-earthscience,2613,"Lisbon, Portugal",0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | database | deliver visual presentation of data | consult with business clients | accounting | provide high quality customer service | Python (computer programming) | SQL
783,Tourism,Green Energy,stack-earthscience,2613,"Lisbon, Portugal",0.0,large gap,0,,crowdsourcing strategy | monitor developments in field of expertise | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | accounting
1842,Tourism,IT,stack-physics,4962,Denmark,0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | database | deliver visual presentation of data | consult with business clients | accounting | provide high quality customer service | Python (computer programming) | SQL
1842,Tourism,Green Energy,stack-physics,4962,Denmark,0.0,large gap,0,,crowdsourcing strategy | monitor developments in field of expertise | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | accounting
378,Education,Healthcare,stack-law,1185,"Düsseldorf, Germany",0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | consult with business clients | process payments | build team spirit | sell tourist packages | climatology | arrange bookings | respond to inquiries in written form
1290,Tourism,IT,stack-sports,4870,"Karlsruhe, Germany",0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | database | deliver visual presentation of data | consult with business clients | accounting | provide high quality customer service | Python (computer programming) | SQL
1290,Tourism,Green Energy,stack-sports,4870,"Karlsruhe, Germany",0.0,large gap,0,,crowdsourcing strategy | monitor developments in field of expertise | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | accounting
1290,Tourism,Education,stack-sports,4870,"Karlsruhe, Germany",0.0,large gap,0,,monitor developments in field of expertise | digital curation | process booking | respond to inquiries in written form | sell tourist packages | arrange bookings | make reservations | crowdsourcing strategy | solve technical problems | climatology
1689,Tourism,IT,stack-sports,9337,"Arras, France",0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | database | deliver visual presentation of data | consult with business clients | accounting | provide high quality customer service | Python (computer programming) | SQL
1689,Tourism,Green Energy,stack-sports,9337,"Arras, France",0.0,large gap,0,,crowdsourcing strategy | monitor developments in field of expertise | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | accounting
1689,Tourism,Education,stack-sports,9337,"Arras, France",0.0,large gap,0,,monitor developments in field of expertise | digital curation | process booking | respond to inquiries in written form | sell tourist packages | arrange bookings | make reservations | crowdsourcing strategy | solve technical problems | climatology
1293,Tourism,IT,stack-sports,6039,"Dublin, Ireland",0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | database | deliver visual presentation of data | consult with business clients | accounting | provide high quality customer service | Python (computer programming) | SQL
1293,Tourism,Healthcare,stack-sports,6039,"Dublin, Ireland",0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | consult with business clients | process payments | build team spirit | sell tourist packages | climatology | arrange bookings | respond to inquiries in written form
1293,Tourism,Education,stack-sports,6039,"Dublin, Ireland",0.0,large gap,0,,monitor developments in field of expertise | digital curation | process booking | respond to inquiries in written form | sell tourist packages | arrange bookings | make reservations | crowdsourcing strategy | solve technical problems | climatology
1440,Tourism,IT,stack-electronics,4831,"Amersfoort, Netherlands",0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | database | deliver visual presentation of data | consult with business clients | accounting | provide high quality customer service | Python (computer programming) | SQL
1440,Tourism,Healthcare,stack-electronics,4831,"Amersfoort, Netherlands",0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | consult with business clients | process payments | build team spirit | sell tourist packages | climatology | arrange bookings | respond to inquiries in written form
1440,Tourism,Education,stack-electronics,4831,"Amersfoort, Netherlands",0.0,large gap,0,,monitor developments in field of expertise | digital curation | process booking | respond to inquiries in written form | sell tourist packages | arrange bookings | make reservations | crowdsourcing strategy | solve technical problems | climatology
122,Green Energy,IT,stack-electronics,804,"Århus, Denmark",0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | database | deliver visual presentation of data | consult with business clients | accounting | provide high quality customer service | Python (computer programming) | SQL
122,Green Energy,Tourism,stack-electronics,804,"Århus, Denmark",0.0,large gap,0,,sales activities | sell tourist packages | process payments | build team spirit | provide high quality customer service | climatology | respond to inquiries in written form | arrange bookings | make reservations | process booking
122,Green Energy,Healthcare,stack-electronics,804,"Århus, Denmark",0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | consult with business clients | process payments | build team spirit | sell tourist packages | climatology | arrange bookings | respond to inquiries in written form
122,Green Energy,Education,stack-electronics,804,"Århus, Denmark",0.0,large gap,0,,monitor developments in field of expertise | digital curation | process booking | respond to inquiries in written form | sell tourist packages | arrange bookings | make reservations | crowdsourcing strategy | solve technical problems | climatology
596,Green Energy,IT,stack-electronics,2064,"Flanders, Belgium",0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | database | deliver visual presentation of data | consult with business clients | accounting | provide high quality customer service | Python (computer programming) | SQL
596,Green Energy,Tourism,stack-electronics,2064,"Flanders, Belgium",0.0,large gap,0,,sales activities | sell tourist packages | process payments | build team spirit | provide high quality customer service | climatology | respond to inquiries in written form | arrange bookings | make reservations | process booking
596,Green Energy,Healthcare,stack-electronics,2064,"Flanders, Belgium",0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | consult with business clients | process payments | build team spirit | sell tourist packages | climatology | arrange bookings | respond to inquiries in written form
596,Green Energy,Education,stack-electronics,2064,"Flanders, Belgium",0.0,large gap,0,,monitor developments in field of expertise | digital curation | process booking | respond to inquiries in written form | sell tourist packages | arrange bookings | make reservations | crowdsourcing strategy | solve technical problems | climatology
953,Green Energy,Tourism,stack-stackoverflow,2988,"Karlsruhe, Germany",0.0,large gap,0,,sales activities | sell tourist packages | process payments | build team spirit | provide high quality customer service | climatology | respond to inquiries in written form | arrange bookings | make reservations | process booking
953,Green Energy,Healthcare,stack-stackoverflow,2988,"Karlsruhe, Germany",0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | consult with business clients | process payments | build team spirit | sell tourist packages | climatology | arrange bookings | respond to inquiries in written form
919,Green Energy,Tourism,stack-stackoverflow,2648,Ireland,0.0,large gap,0,,sales activities | sell tourist packages | process payments | build team spirit | provide high quality customer service | climatology | respond to inquiries in written form | arrange bookings | make reservations | process booking
919,Green Energy,Healthcare,stack-stackoverflow,2648,Ireland,0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | consult with business clients | process payments | build team spirit | sell tourist packages | climatology | arrange bookings | respond to inquiries in written form
127,Education,Tourism,stack-electronics,1240,"Ludwigshafen am Rhein, Germany",0.0,large gap,0,,sales activities | sell tourist packages | process payments | build team spirit | provide high quality customer service | climatology | respond to inquiries in written form | arrange bookings | make reservations | process booking
127,Education,Healthcare,stack-electronics,1240,"Ludwigshafen am Rhein, Germany",0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | consult with business clients | process payments | build team spirit | sell tourist packages | climatology | arrange bookings | respond to inquiries in written form
234,Green Energy,IT,stack-chemistry,418,Germany,0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | database | deliver visual presentation of data | consult with business clients | accounting | provide high quality customer service | Python (computer programming) | SQL
234,Green Energy,Tourism,stack-chemistry,418,Germany,0.0,large gap,0,,sales activities | sell tourist packages | process payments | build team spirit | provide high quality customer service | climatology | respond to inquiries in written form | arrange bookings | make reservations | process booking
234,Green Energy,Healthcare,stack-chemistry,418,Germany,0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | consult with business clients | process payments | build team spirit | sell tourist packages | climatology | arrange bookings | respond to inquiries in written form
234,Green Energy,Education,stack-chemistry,418,Germany,0.0,large gap,0,,monitor developments in field of expertise | digital curation | process booking | respond to inquiries in written form | sell tourist packages | arrange bookings | make reservations | crowdsourcing strategy | solve technical problems | climatology
706,Green Energy,IT,stack-chemistry,1677,Czech Republic,0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | database | deliver visual presentation of data | consult with business clients | accounting | provide high quality customer service | Python (computer programming) | SQL
706,Green Energy,Tourism,stack-chemistry,1677,Czech Republic,0.0,large gap,0,,sales activities | sell tourist packages | process payments | build team spirit | provide high quality customer service | climatology | respond to inquiries in written form | arrange bookings | make reservations | process booking
706,Green Energy,Healthcare,stack-chemistry,1677,Czech Republic,0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | consult with business clients | process payments | build team spirit | sell tourist packages | climatology | arrange bookings | respond to inquiries in written form
706,Green Energy,Education,stack-chemistry,1677,Czech Republic,0.0,large gap,0,,monitor developments in field of expertise | digital curation | process booking | respond to inquiries in written form | sell tourist packages | arrange bookings | make reservations | crowdsourcing strategy | solve technical problems | climatology
1130,Green Energy,IT,stack-chemistry,4945,Germany,0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | database | deliver visual presentation of data | consult with business clients | accounting | provide high quality customer service | Python (computer programming) | SQL
1130,Green Energy,Tourism,stack-chemistry,4945,Germany,0.0,large gap,0,,sales activities | sell tourist packages | process payments | build team spirit | provide high quality customer service | climatology | respond to inquiries in written form | arrange bookings | make reservations | process booking
1130,Green Energy,Healthcare,stack-chemistry,4945,Germany,0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | consult with business clients | process payments | build team spirit | sell tourist packages | climatology | arrange bookings | respond to inquiries in written form
1130,Green Energy,Education,stack-chemistry,4945,Germany,0.0,large gap,0,,monitor developments in field of expertise | digital curation | process booking | respond to inquiries in written form | sell tourist packages | arrange bookings | make reservations | crowdsourcing strategy | solve technical problems | climatology
230,Green Energy,IT,stack-chemistry,283,"Helsinki, Finland",0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | database | deliver visual presentation of data | consult with business clients | accounting | provide high quality customer service | Python (computer programming) | SQL
230,Green Energy,Tourism,stack-chemistry,283,"Helsinki, Finland",0.0,large gap,0,,sales activities | sell tourist packages | process payments | build team spirit | provide high quality customer service | climatology | respond to inquiries in written form | arrange bookings | make reservations | process booking
230,Green Energy,Healthcare,stack-chemistry,283,"Helsinki, Finland",0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | consult with business clients | process payments | build team spirit | sell tourist packages | climatology | arrange bookings | respond to inquiries in written form
230,Green Energy,Education,stack-chemistry,283,"Helsinki, Finland",0.0,large gap,0,,monitor developments in field of expertise | digital curation | process booking | respond to inquiries in written form | sell tourist packages | arrange bookings | make reservations | crowdsourcing strategy | solve technical problems | climatology
334,Green Energy,Tourism,stack-earthscience,502,"Århus, Denmark",0.0,large gap,0,,sales activities | sell tourist packages | process payments | build team spirit | provide high quality customer service | climatology | respond to inquiries in written form | arrange bookings | make reservations | process booking
334,Green Energy,Healthcare,stack-earthscience,502,"Århus, Denmark",0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | consult with business clients | process payments | build team spirit | sell tourist packages | climatology | arrange bookings | respond to inquiries in written form
516,Green Energy,Tourism,stack-stackoverflow,1796,"Bucharest, Romania",0.0,large gap,0,,sales activities | sell tourist packages | process payments | build team spirit | provide high quality customer service | climatology | respond to inquiries in written form | arrange bookings | make reservations | process booking
516,Green Energy,Healthcare,stack-stackoverflow,1796,"Bucharest, Romania",0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | consult with business clients | process payments | build team spirit | sell tourist packages | climatology | arrange bookings | respond to inquiries in written form
691,Green Energy,Tourism,stack-biology,1590,Sweden,0.0,large gap,0,,sales activities | sell tourist packages | process payments | build team spirit | provide high quality customer service | climatology | respond to inquiries in written form | arrange bookings | make reservations | process booking
691,Green Energy,Healthcare,stack-biology,1590,Sweden,0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | consult with business clients | process payments | build team spirit | sell tourist packages | climatology | arrange bookings | respond to inquiries in written form
916,Green Energy,Tourism,stack-stackoverflow,2597,Netherlands,0.0,large gap,0,,sales activities | sell tourist packages | process payments | build team spirit | provide high quality customer service | climatology | respond to inquiries in written form | arrange bookings | make reservations | process booking
916,Green Energy,Healthcare,stack-stackoverflow,2597,Netherlands,0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | consult with business clients | process payments | build team spirit | sell tourist packages | climatology | arrange bookings | respond to inquiries in written form
970,Green Energy,Tourism,stack-stackoverflow,3320,"Delft, South Holland Netherlands",0.0,large gap,0,,sales activities | sell tourist packages | process payments | build team spirit | provide high quality customer service | climatology | respond to inquiries in written form | arrange bookings | make reservations | process booking
970,Green Energy,Healthcare,stack-stackoverflow,3320,"Delft, South Holland Netherlands",0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | consult with business clients | process payments | build team spirit | sell tourist packages | climatology | arrange bookings | respond to inquiries in written form
255,Education,Tourism,stack-philosophy,37,"Wroclaw, Poland",0.0,large gap,0,,sales activities | sell tourist packages | process payments | build team spirit | provide high quality customer service | climatology | respond to inquiries in written form | arrange bookings | make reservations | process booking
255,Education,Healthcare,stack-philosophy,37,"Wroclaw, Poland",0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | consult with business clients | process payments | build team spirit | sell tourist packages | climatology | arrange bookings | respond to inquiries in written form
255,Education,Green Energy,stack-philosophy,37,"Wroclaw, Poland",0.0,large gap,0,,crowdsourcing strategy | monitor developments in field of expertise | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | accounting
304,Education,Tourism,stack-linguistics,695,"Warsaw, Poland",0.0,large gap,0,,sales activities | sell tourist packages | process payments | build team spirit | provide high quality customer service | climatology | respond to inquiries in written form | arrange bookings | make reservations | process booking
304,Education,Healthcare,stack-linguistics,695,"Warsaw, Poland",0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | consult with business clients | process payments | build team spirit | sell tourist packages | climatology | arrange bookings | respond to inquiries in written form
304,Education,Green Energy,stack-linguistics,695,"Warsaw, Poland",0.0,large gap,0,,crowdsourcing strategy | monitor developments in field of expertise | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | accounting
592,Education,Tourism,stack-math,1988,Germany,0.0,large gap,0,,sales activities | sell tourist packages | process payments | build team spirit | provide high quality customer service | climatology | respond to inquiries in written form | arrange bookings | make reservations | process booking
592,Education,Healthcare,stack-math,1988,Germany,0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | consult with business clients | process payments | build team spirit | sell tourist packages | climatology | arrange bookings | respond to inquiries in written form
592,Education,Green Energy,stack-math,1988,Germany,0.0,large gap,0,,crowdsourcing strategy | monitor developments in field of expertise | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | accounting
455,Education,IT,stack-sports,364,"Lund, Sweden",0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | database | deliver visual presentation of data | consult with business clients | accounting | provide high quality customer service | Python (computer programming) | SQL
455,Education,Tourism,stack-sports,364,"Lund, Sweden",0.0,large gap,0,,sales activities | sell tourist packages | process payments | build team spirit | provide high quality customer service | climatology | respond to inquiries in written form | arrange bookings | make reservations | process booking
455,Education,Green Energy,stack-sports,364,"Lund, Sweden",0.0,large gap,0,,crowdsourcing strategy | monitor developments in field of expertise | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | accounting
540,Education,Tourism,stack-stackoverflow,2238,Finland,0.0,large gap,0,,sales activities | sell tourist packages | process payments | build team spirit | provide high quality customer service | climatology | respond to inquiries in written form | arrange bookings | make reservations | process booking
540,Education,Healthcare,stack-stackoverflow,2238,Finland,0.0,large gap,0,,monitor developments in field of expertise | digital curation | think analytically | consult with business clients | process payments | build team spirit | sell tourist packages | climatology | arrange bookings | respond to inquiries in written form
540,Education,Green Energy,stack-stackoverflow,2238,Finland,0.0,large gap,0,,crowdsourcing strategy | monitor developments in field of expertise | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | accounting
